rank,title,author,rating,ratings_count,score,votes,book_url,page
3166,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.51,1177532.0,236,3.0,https://www.goodreads.com/book/show/61215372-the-two-towers,32
3166,Disclosure,Michael Crichton,3.8,75331.0,236,3.0,https://www.goodreads.com/book/show/7675.Disclosure,32
3166,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,4.02,196657.0,236,3.0,https://www.goodreads.com/book/show/5161066-dead-and-gone,32
3166,Sense and Sensibility,Jane Austen,4.09,1336370.0,236,3.0,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,32
3166,The Virgin Suicides,Jeffrey Eugenides,3.78,439745.0,236,3.0,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,32
3166,"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,4.38,98812.0,236,3.0,https://www.goodreads.com/book/show/39988431-the-kingdom-of-copper,32
3166,In the Seasons of War,Aubrie Sandness,4.84,174.0,236,3.0,https://www.goodreads.com/book/show/221528577-in-the-seasons-of-war,32
3166,Scott Killian and the Letter,Jessica Manges,4.62,34.0,236,3.0,https://www.goodreads.com/book/show/215671517-scott-killian-and-the-letter,32
3178,"The Spirit Keeper (The Spirit Keeper, #1)",Melissa Luznicky Garrett,3.73,444.0,235,3.0,https://www.goodreads.com/book/show/12369175-the-spirit-keeper,32
3178,"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.05,45798.0,235,5.0,https://www.goodreads.com/book/show/78982.Not_a_Penny_More_Not_a_Penny_Less,32
3178,For Keeps,Airicka Phoenix,3.76,503.0,235,3.0,https://www.goodreads.com/book/show/17347885-for-keeps,32
3178,Holy Bible: English Standard Version,Anonymous,4.6,53440.0,235,3.0,https://www.goodreads.com/book/show/5883777-holy-bible,32
3178,Proof,David Auburn,4.0,20678.0,235,3.0,https://www.goodreads.com/book/show/150720.Proof,32
3178,All's Well That Ends Well,William Shakespeare,3.6,20686.0,235,3.0,https://www.goodreads.com/book/show/104790.All_s_Well_That_Ends_Well,32
3178,"The Thousand-Dollar Tan Line (Veronica Mars, #1)",Rob Thomas,3.98,46819.0,235,3.0,https://www.goodreads.com/book/show/18209454-the-thousand-dollar-tan-line,32
3178,"The Man Who Smiled (Kurt Wallander, #4)",Henning Mankell,3.95,26753.0,235,3.0,https://www.goodreads.com/book/show/39792.The_Man_Who_Smiled,32
3178,Circling the Sun,Paula McLain,3.94,82836.0,235,3.0,https://www.goodreads.com/book/show/23995231-circling-the-sun,32
3178,"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,4.0,22026.0,235,3.0,https://www.goodreads.com/book/show/93938.A_Letter_of_Mary,32
3178,"Locked Rooms (Mary Russell and Sherlock Holmes, #8)",Laurie R. King,4.28,16608.0,235,3.0,https://www.goodreads.com/book/show/93940.Locked_Rooms,32
3178,"Survivor in Death (In Death, #20)",J.D. Robb,4.41,36452.0,235,3.0,https://www.goodreads.com/book/show/109367.Survivor_in_Death,32
3178,"Half Bad (The Half Bad Trilogy, #1)",Sally Green,3.77,58061.0,235,3.0,https://www.goodreads.com/book/show/18079804-half-bad,32
3178,STG Devotional Series: 52 Christian Weekly Devotionals,Justin Jenkins,4.97,29.0,235,3.0,https://www.goodreads.com/book/show/209293524-stg-devotional-series,32
3192,Twenty-Five Years Ago Today,Stacy Juba,3.75,570.0,234,3.0,https://www.goodreads.com/book/show/6621424-twenty-five-years-ago-today,32
3192,"The Black Prism (Lightbringer, #1)",Brent Weeks,4.23,134364.0,234,3.0,https://www.goodreads.com/book/show/7165300-the-black-prism,32
3192,"Out of Turn (Kathleen Turner, #4)",Tiffany Snow,4.45,6966.0,234,3.0,https://www.goodreads.com/book/show/17313935-out-of-turn,32
3192,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.06,117121.0,234,3.0,https://www.goodreads.com/book/show/9680718-half-blood,32
3192,"The Trouble with Twelfth Grave (Charley Davidson, #12)",Darynda Jones,4.39,15873.0,234,3.0,https://www.goodreads.com/book/show/33574252-the-trouble-with-twelfth-grave,32
3192,One Plus One,Jojo Moyes,3.97,198177.0,234,3.0,https://www.goodreads.com/book/show/23359964-one-plus-one,32
3192,The Bone Clocks,David Mitchell,3.85,101858.0,234,3.0,https://www.goodreads.com/book/show/20819685-the-bone-clocks,32
3192,Prometheus Bound,Aeschylus,3.94,22544.0,234,3.0,https://www.goodreads.com/book/show/297593.Prometheus_Bound,32
3192,"The Chemistry of Death (David Hunter, #1)",Simon Beckett,4.19,41621.0,234,3.0,https://www.goodreads.com/book/show/46465.The_Chemistry_of_Death,32
3192,The House of the Spirits,Isabel Allende,4.31,346345.0,234,3.0,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,33
3192,You'll Be the Death of Me,Karen M. McManus,3.72,87813.0,234,3.0,https://www.goodreads.com/book/show/56200366-you-ll-be-the-death-of-me,33
3192,"To the Nines (Stephanie Plum, #9)",Janet Evanovich,4.17,128113.0,234,3.0,https://www.goodreads.com/book/show/40331.To_the_Nines,33
3192,"The Golden Enclaves (The Scholomance, #3)",Naomi Novik,4.11,109080.0,234,3.0,https://www.goodreads.com/book/show/55858638-the-golden-enclaves,33
3192,The Girls I've Been,Tess Sharpe,4.02,56444.0,234,3.0,https://www.goodreads.com/book/show/49471138-the-girls-i-ve-been,33
3192,"The Axel Files: Florence's Floozy: Who Will Find The Savola Diamond, And Who Will Die Trying?",Jerry Bader,4.89,9.0,234,3.0,https://www.goodreads.com/book/show/121729625-the-axel-files,33
3207,The Real Life of Sebastian Knight,Vladimir Nabokov,3.95,7373.0,233,3.0,https://www.goodreads.com/book/show/71552.The_Real_Life_of_Sebastian_Knight,33
3207,"Fatal Descent (An RM Outdoor Adventures Mystery, #3)",Beth Groundwater,3.96,102.0,233,3.0,https://www.goodreads.com/book/show/16159648-fatal-descent,33
3207,"Lowcountry Boneyard (Liz Talbot Mystery, #3)",Susan M. Boyer,4.28,4241.0,233,3.0,https://www.goodreads.com/book/show/24514259-lowcountry-boneyard,33
3207,"Rosemary’s Baby (Rosemary's Baby, #1)",Ira Levin,4.06,166640.0,233,3.0,https://www.goodreads.com/book/show/228296.Rosemary_s_Baby,33
3207,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,4.32,81637.0,233,3.0,https://www.goodreads.com/book/show/63720.The_Fifth_Elephant,33
3207,"Obsidio (The Illuminae Files, #3)",Amie Kaufman,4.44,59114.0,233,3.0,https://www.goodreads.com/book/show/24909347-obsidio,33
3207,The Heretic's Daughter,Kathleen Kent,3.79,38126.0,233,3.0,https://www.goodreads.com/book/show/3181953-the-heretic-s-daughter,33
3207,"Extras (Uglies, #4)",Scott Westerfeld,3.59,129338.0,233,3.0,https://www.goodreads.com/book/show/493456.Extras,33
3207,"The Clocks (Hercule Poirot, #39)",Agatha Christie,3.73,44366.0,233,3.0,https://www.goodreads.com/book/show/388018.The_Clocks,33
3207,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,4.26,101523.0,233,3.0,https://www.goodreads.com/book/show/50027.Homeland,33
3207,Tough Love,Caroline Taylor,4.85,84.0,233,3.0,https://www.goodreads.com/book/show/244075718-tough-love,33
3218,Gatecrasher,Robert Young,3.33,24.0,232,3.0,https://www.goodreads.com/book/show/15727577-gatecrasher,33
3218,"Don't Close Your Eyes (DCYE, #1)",Lynessa Layne,3.75,621.0,232,3.0,https://www.goodreads.com/book/show/63025954-don-t-close-your-eyes,33
3218,"The Devil's Intern (The Devil's, #1)",Donna Hosie,3.86,1681.0,232,3.0,https://www.goodreads.com/book/show/20558767-the-devil-s-intern,33
3218,"Paper Princess (The Royals, #1)",Erin Watt,3.91,172965.0,232,3.0,https://www.goodreads.com/book/show/28678119-paper-princess,33
3218,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,3.86,512977.0,232,3.0,https://www.goodreads.com/book/show/36199084-the-kiss-quotient,33
3218,Disgrace,J.M. Coetzee,3.86,121496.0,232,3.0,https://www.goodreads.com/book/show/6192.Disgrace,33
3218,"Magyk (Septimus Heap, #1)",Angie Sage,3.86,126190.0,232,3.0,https://www.goodreads.com/book/show/769483.Magyk,33
3218,"Blood Rites (The Dresden Files, #6)",Jim Butcher,4.29,142474.0,232,3.0,https://www.goodreads.com/book/show/99383.Blood_Rites,33
3218,"A Rising Man (Sam Wyndham, #1)",Abir Mukherjee,3.92,14456.0,232,3.0,https://www.goodreads.com/book/show/25686321-a-rising-man,33
3227,A Town Like Alice,Nevil Shute,4.16,63613.0,231,3.0,https://www.goodreads.com/book/show/107301.A_Town_Like_Alice,33
3227,"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts,4.27,56634.0,231,3.0,https://www.goodreads.com/book/show/13612739-seduced-in-the-dark,33
3227,"Cade (The Society, #2)",Mason Sabre,3.94,478.0,231,3.0,https://www.goodreads.com/book/show/26648106-cade,33
3227,"The Iron Trial (Magisterium, #1)",Holly Black,3.96,83062.0,231,3.0,https://www.goodreads.com/book/show/20578940-the-iron-trial,33
3227,Flipped,Wendelin Van Draanen,4.0,129518.0,231,3.0,https://www.goodreads.com/book/show/331920.Flipped,33
3227,About a Boy,Nick Hornby,3.8,142997.0,231,3.0,https://www.goodreads.com/book/show/4271.About_a_Boy,33
3227,The Scorpio Races,Maggie Stiefvater,4.09,114901.0,231,3.0,https://www.goodreads.com/book/show/10626594-the-scorpio-races,33
3227,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.97,42150.0,231,3.0,https://www.goodreads.com/book/show/128752.Bare_Bones,33
3227,"Dissolution (Matthew Shardlake, #1)",C.J. Sansom,4.06,63606.0,231,3.0,https://www.goodreads.com/book/show/138685.Dissolution,33
3227,"The Other Queen (The Plantagenet and Tudor Novels, #16)",Philippa Gregory,3.71,50289.0,231,3.0,https://www.goodreads.com/book/show/2241558.The_Other_Queen,33
3227,"Three Bags Full (Sheep Detective Story, #1)",Leonie Swann,3.53,30309.0,231,3.0,https://www.goodreads.com/book/show/779463.Three_Bags_Full,33
3227,"Messenger of Truth (Maisie Dobbs, #4)",Jacqueline Winspear,4.02,34965.0,231,3.0,https://www.goodreads.com/book/show/7433.Messenger_of_Truth,33
3227,"A Test of Wills (Inspector Ian Rutledge, #1)",Charles Todd,3.88,20668.0,231,3.0,https://www.goodreads.com/book/show/129561.A_Test_of_Wills,33
3227,DRAGON'S BREATH,Barry Smith,4.89,19.0,231,3.0,https://www.goodreads.com/book/show/55400833-dragon-s-breath,33
3241,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.48,58166.0,230,3.0,https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,33
3241,The Artisan,Dyal Bailey,3.37,52.0,230,3.0,https://www.goodreads.com/book/show/22011477-the-artisan,33
3241,"After (After, #1)",Anna Todd,3.72,382229.0,230,3.0,https://www.goodreads.com/book/show/22557520-after,33
3241,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,3.94,75350.0,230,3.0,https://www.goodreads.com/book/show/12900174-the-vincent-boys,33
3241,While My Pretty One Sleeps,Mary Higgins Clark,3.94,26238.0,230,4.0,https://www.goodreads.com/book/show/571555.While_My_Pretty_One_Sleeps,33
3241,"Trail of Lightning (The Sixth World, #1)",Rebecca Roanhorse,3.95,27901.0,230,3.0,https://www.goodreads.com/book/show/36373298-trail-of-lightning,33
3241,من او,Reza Amirkhani,3.75,5262.0,230,3.0,https://www.goodreads.com/book/show/137790322,33
3241,"The Fairway (Super Indy, #2)",Alex Letner,4.81,47.0,230,3.0,https://www.goodreads.com/book/show/28692401-the-fairway,33
3241,"Academ's Fury (Codex Alera, #2)",Jim Butcher,4.27,75270.0,230,3.0,https://www.goodreads.com/book/show/133664.Academ_s_Fury,33
3241,"Death of a Gossip (Hamish Macbeth, #1)",M.C. Beaton,3.64,22171.0,230,3.0,https://www.goodreads.com/book/show/8857.Death_of_a_Gossip,33
3241,Tell Me Three Things,Julie Buxbaum,4.0,94566.0,230,3.0,https://www.goodreads.com/book/show/25893582-tell-me-three-things,33
3241,CHASING DEATH AND VENGEANCE: So begins the death of many in Holy Wars over centuries.,G.H. White,4.62,16.0,230,3.0,https://www.goodreads.com/book/show/246423034-chasing-death-and-vengeance,33
3253,Girl Next Door,Max Cummings,3.7,60.0,229,3.0,https://www.goodreads.com/book/show/22707677-girl-next-door,33
3253,The Corrections,Jonathan Franzen,3.85,203495.0,229,3.0,https://www.goodreads.com/book/show/3805.The_Corrections,33
3253,Necropolis,Guy Portman,3.91,170.0,229,3.0,https://www.goodreads.com/book/show/21898627-necropolis,33
3253,Recursion,Blake Crouch,4.16,350927.0,229,3.0,https://www.goodreads.com/book/show/42046112-recursion,33
3253,A Connecticut Yankee in King Arthur's Court,Mark Twain,3.78,109610.0,229,3.0,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,33
3253,Slow Brewing Tea (Slow Brewing Tea Series),Randy Loubier,3.3,1800.0,229,3.0,https://www.goodreads.com/book/show/55014950-slow-brewing-tea,33
3253,Rules of Civility,Amor Towles,4.09,280623.0,229,3.0,https://www.goodreads.com/book/show/10054335-rules-of-civility,33
3253,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,4.27,79742.0,229,3.0,https://www.goodreads.com/book/show/116296.Making_Money,33
3253,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,4.01,196671.0,229,3.0,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,33
3253,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.53,512264.0,229,3.0,https://www.goodreads.com/book/show/43449920-heartstopper,33
3253,Gansabhauet,Peter Weingartner,5.0,2.0,229,3.0,https://www.goodreads.com/book/show/92238578-gansabhauet,33
3264,"Split Infinity (Apprentice Adept, #1)",Piers Anthony,3.98,18400.0,228,3.0,https://www.goodreads.com/book/show/99461.Split_Infinity,33
3264,"The Judgement (Ruin, #3)",Lucian Bane,4.39,337.0,228,3.0,https://www.goodreads.com/book/show/23343397-the-judgement,33
3264,Mere Christianity,C.S. Lewis,4.37,473261.0,228,3.0,https://www.goodreads.com/book/show/11138.Mere_Christianity,33
3264,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.08,216319.0,228,3.0,https://www.goodreads.com/book/show/32191710-astrophysics-for-people-in-a-hurry,33
3264,A Christmas Carol,Charles Dickens,4.09,962347.0,228,3.0,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,33
3264,"The Last Oracle (Sigma Force, #5)",James Rollins,4.17,35574.0,228,3.0,https://www.goodreads.com/book/show/2277444.The_Last_Oracle,33
3264,The Sense of an Ending,Julian Barnes,3.75,198876.0,228,3.0,https://www.goodreads.com/book/show/10746542-the-sense-of-an-ending,33
3264,The School for Scandal,Richard Brinsley Sheridan,3.6,8096.0,228,3.0,https://www.goodreads.com/book/show/387562.The_School_for_Scandal,33
3264,Where Is Your Heart?,DJ Robinson,5.0,3.0,228,3.0,https://www.goodreads.com/book/show/246597915-where-is-your-heart,33
3273,The Weatherman,Steve Thayer,3.7,1304.0,227,3.0,https://www.goodreads.com/book/show/389845.The_Weatherman,33
3273,All Around the Town,Mary Higgins Clark,4.01,31178.0,227,3.0,https://www.goodreads.com/book/show/170619.All_Around_the_Town,33
3273,Dare 2 Dream,Ashley S. Clancy,3.99,691.0,227,3.0,https://www.goodreads.com/book/show/34953265-dare-2-dream,33
3273,"Pushing Brilliance (Kyle Achilles, #1)",Tim Tigner,4.13,12735.0,227,3.0,https://www.goodreads.com/book/show/30734567-pushing-brilliance,33
3273,"The Various Haunts of Men (Simon Serrailler, #1)",Susan Hill,3.83,15506.0,227,3.0,https://www.goodreads.com/book/show/37040.The_Various_Haunts_of_Men,33
3273,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,3.87,169405.0,227,3.0,https://www.goodreads.com/book/show/17402605-the-alchemyst,33
3273,"The Sentence is Death (Hawthorne & Horowitz, #2)",Anthony Horowitz,3.98,60158.0,227,3.0,https://www.goodreads.com/book/show/39913740-the-sentence-is-death,33
3273,False Witness,Karin Slaughter,4.07,148071.0,227,3.0,https://www.goodreads.com/book/show/55809780-false-witness,33
3273,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,3.98,25783.0,227,3.0,https://www.goodreads.com/book/show/198331.Valhalla_Rising,33
3273,"The Crown (The Selection, #5)",Kiera Cass,3.61,326410.0,227,3.0,https://www.goodreads.com/book/show/26074181-the-crown,33
3273,"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.12,299496.0,227,3.0,https://www.goodreads.com/book/show/12578077-obsidian,33
3273,Sailing For Grace,Joseph Bauer,4.47,91.0,227,3.0,https://www.goodreads.com/book/show/209538005-sailing-for-grace,33
3285,"Portrait in Death (In Death, #16)",J.D. Robb,4.38,43062.0,226,3.0,https://www.goodreads.com/book/show/268604.Portrait_in_Death,33
3285,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,212281.0,226,3.0,https://www.goodreads.com/book/show/19302.Pippi_Longstocking,33
3285,"Death Masks (The Dresden Files, #5)",Jim Butcher,4.29,151284.0,226,4.0,https://www.goodreads.com/book/show/91479.Death_Masks,33
3285,The Imperfectionists,Tom Rachman,3.55,50508.0,226,3.0,https://www.goodreads.com/book/show/6834410-the-imperfectionists,33
3285,"The Broken Window (Lincoln Rhyme, #8)",Jeffery Deaver,4.1,23450.0,226,3.0,https://www.goodreads.com/book/show/2230284.The_Broken_Window,33
3285,"Temple of the Winds (Sword of Truth, #4)",Terry Goodkind,4.03,85010.0,226,3.0,https://www.goodreads.com/book/show/253058.Temple_of_the_Winds,33
3285,"Foxglove Summer (Rivers of London, #5)",Ben Aaronovitch,4.2,51448.0,226,3.0,https://www.goodreads.com/book/show/20499240-foxglove-summer,33
3285,"Enemy of God (The Warlord Chronicles, #2)",Bernard Cornwell,4.42,30635.0,226,3.0,https://www.goodreads.com/book/show/68524.Enemy_of_God,33
3285,Reckless Girls,Rachel Hawkins,3.54,164901.0,226,3.0,https://www.goodreads.com/book/show/57693168-reckless-girls,33
3285,Whispers In The Marsh,William Fred Weeks,4.93,27.0,226,3.0,https://www.goodreads.com/book/show/253002516-whispers-in-the-marsh,33
3295,"Suspect (Joseph O'Loughlin, #1)",Michael Robotham,3.9,22486.0,225,3.0,https://www.goodreads.com/book/show/477362.Suspect,33
3295,"The Whistler (The Whistler, #1)",John Grisham,3.98,156588.0,225,3.0,https://www.goodreads.com/book/show/29354916-the-whistler,33
3295,Insider,R.V. Raman,4.25,226.0,225,3.0,https://www.goodreads.com/book/show/29815670-insider,33
3295,"New Spring (The Wheel of Time, #0)",Robert Jordan,4.07,120515.0,225,3.0,https://www.goodreads.com/book/show/187065.New_Spring,33
3295,Why We Broke Up,Daniel Handler,3.47,60137.0,225,3.0,https://www.goodreads.com/book/show/10798418-why-we-broke-up,33
3295,"Chocolat (Chocolat, #1)",Joanne Harris,3.96,133232.0,225,3.0,https://www.goodreads.com/book/show/47401.Chocolat,33
3295,"Hide and Seek (Inspector Rebus, #2)",Ian Rankin,3.83,26478.0,225,3.0,https://www.goodreads.com/book/show/77490.Hide_and_Seek,34
3295,"The Castle of Llyr (The Chronicles of Prydain, #3)",Lloyd Alexander,4.07,40509.0,225,3.0,https://www.goodreads.com/book/show/24779.The_Castle_of_Llyr,34
3303,"Black Easter (After Such Knowledge, #2)",James Blish,3.83,1175.0,224,3.0,https://www.goodreads.com/book/show/123668.Black_Easter,34
3303,"Conspirator (Inspector Dhruvi, #2)",R.V. Raman,4.13,118.0,224,3.0,https://www.goodreads.com/book/show/38199561-conspirator,34
3303,"Fever Dream (Pendergast, #10)",Douglas Preston,4.13,37755.0,224,3.0,https://www.goodreads.com/book/show/7122034-fever-dream,34
3303,Bridge of Sighs,Richard Russo,3.83,28335.0,224,3.0,https://www.goodreads.com/book/show/107821.Bridge_of_Sighs,34
3303,Love's Labour's Lost,William Shakespeare,3.52,16550.0,224,3.0,https://www.goodreads.com/book/show/332489.Love_s_Labour_s_Lost,34
3303,"The Wrong Side of Goodbye (Harry Bosch, #19; Harry Bosch Universe, #29)",Michael Connelly,4.34,81993.0,224,3.0,https://www.goodreads.com/book/show/29154543-the-wrong-side-of-goodbye,34
3303,Anxious People,Fredrik Backman,4.16,878668.0,224,3.0,https://www.goodreads.com/book/show/53799686-anxious-people,34
3303,"Wildwood Dancing (Wildwood, #1)",Juliet Marillier,4.1,33049.0,224,3.0,https://www.goodreads.com/book/show/13929.Wildwood_Dancing,34
3311,Hugo Read This!,Brandon Swarrow,4.32,25.0,223,3.0,https://www.goodreads.com/book/show/7052725-hugo-read-this,34
3311,"Saboteur (Inspector Dhruvi, #1)",R.V. Raman,4.37,142.0,223,3.0,https://www.goodreads.com/book/show/34510510-saboteur,34
3311,Mudflap: The Gloves Come Off (Mudflap #2),Jay Alden Bailey,3.89,47.0,223,3.0,https://www.goodreads.com/book/show/55817389-mudflap,34
3311,Dear Wife,Kimberly Belle,3.99,48963.0,223,3.0,https://www.goodreads.com/book/show/41587116-dear-wife,34
3311,House of Hollow,Krystal Sutherland,4.0,106069.0,223,3.0,https://www.goodreads.com/book/show/54613751-house-of-hollow,34
3311,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,4.12,98370.0,223,3.0,https://www.goodreads.com/book/show/13615258-free-four,34
3317,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,4.39,96936.0,222,3.0,https://www.goodreads.com/book/show/5217282-secrets-of-the-dragon-sanctuary,34
3317,Sail,James Patterson,3.86,32307.0,222,3.0,https://www.goodreads.com/book/show/2029176.Sail,34
3317,The Storyteller's Secret,Sejal Badani,4.37,98985.0,222,3.0,https://www.goodreads.com/book/show/35889205-the-storyteller-s-secret,34
3317,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,3.86,77448.0,222,3.0,https://www.goodreads.com/book/show/32505753-ash-princess,34
3317,"M is for Malice (Kinsey Millhone, #13)",Sue Grafton,4.1,73767.0,222,3.0,https://www.goodreads.com/book/show/64854.M_is_for_Malice,34
3317,"Murder in the Mews (Hercule Poirot, #16)",Agatha Christie,3.77,29956.0,222,3.0,https://www.goodreads.com/book/show/121646.Murder_in_the_Mews,34
3317,"Wicked Saints (Something Dark and Holy, #1)",Emily A. Duncan,3.55,33295.0,222,3.0,https://www.goodreads.com/book/show/36118682-wicked-saints,34
3317,In the Shadow of Blackbirds,Cat Winters,3.85,13554.0,222,3.0,https://www.goodreads.com/book/show/13112915-in-the-shadow-of-blackbirds,34
3317,"The House at Sea's End (Ruth Galloway, #3)",Elly Griffiths,3.98,38851.0,222,3.0,https://www.goodreads.com/book/show/9130129-the-house-at-sea-s-end,34
3317,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson,3.63,84086.0,222,3.0,https://www.goodreads.com/book/show/17020.13_Little_Blue_Envelopes,34
3317,The Gone World,Tom Sweterlitsch,3.9,33254.0,222,3.0,https://www.goodreads.com/book/show/33413556-the-gone-world,34
3328,The Ghost of a Flea,John Brinling,3.55,73.0,221,3.0,https://www.goodreads.com/book/show/9266605-the-ghost-of-a-flea,34
3328,To the Lighthouse,Virginia Woolf,3.81,225589.0,221,3.0,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,34
3328,Volpone,Ben Jonson,3.5,10575.0,221,3.0,https://www.goodreads.com/book/show/752868.Volpone,34
3328,"A Murder in Time (Kendra Donovan, #1)",Julie McElwain,3.8,19040.0,221,3.0,https://www.goodreads.com/book/show/25790952-a-murder-in-time,34
3328,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,4.27,233503.0,221,3.0,https://www.goodreads.com/book/show/25454056-sword-of-destiny,34
3328,"Plum Lovin' (Stephanie Plum, #12.5)",Janet Evanovich,3.77,60941.0,221,3.0,https://www.goodreads.com/book/show/6419.Plum_Lovin_,34
3334,My Name is Joe,Stefan Bourque,3.67,338.0,220,3.0,https://www.goodreads.com/book/show/9537041-my-name-is-joe,34
3334,"Steelheart (The Reckoners, #1)",Brandon Sanderson,4.14,200056.0,220,3.0,https://www.goodreads.com/book/show/17182126-steelheart,34
3334,The Last Song,Nicholas Sparks,4.16,576970.0,220,3.0,https://www.goodreads.com/book/show/6400090-the-last-song,34
3334,"The Garden of Rama (Rama, #3)",Arthur C. Clarke,3.8,27192.0,220,3.0,https://www.goodreads.com/book/show/112518.The_Garden_of_Rama,34
3334,The Sleeper and the Spindle,Neil Gaiman,3.87,54544.0,220,3.0,https://www.goodreads.com/book/show/23301545-the-sleeper-and-the-spindle,34
3334,"Pop Goes the Weasel (Helen Grace, #2)",M.J. Arlidge,4.13,29505.0,220,3.0,https://www.goodreads.com/book/show/22236161-pop-goes-the-weasel,34
3334,"The Only Good Indians (The Only Good Indians, #1)",Stephen Graham Jones,3.68,125413.0,220,3.0,https://www.goodreads.com/book/show/52180399-the-only-good-indians,34
3334,The Icarus Agenda,Robert Ludlum,3.98,32178.0,220,3.0,https://www.goodreads.com/book/show/573201.The_Icarus_Agenda,34
3334,The Darkest Evening of the Year,Dean Koontz,3.78,31724.0,220,3.0,https://www.goodreads.com/book/show/379316.The_Darkest_Evening_of_the_Year,34
3343,"The Sting of The Scorpio (The Scorpio Series, #2)",Monique Domovitch,4.13,67.0,219,3.0,https://www.goodreads.com/book/show/12401066-the-sting-of-the-scorpio,34
3343,"Talon (Talon, #1)",Julie Kagawa,3.76,34042.0,219,3.0,https://www.goodreads.com/book/show/17331828-talon,34
3343,The House of Mirth,Edith Wharton,3.98,109130.0,219,3.0,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,34
3343,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.36,142006.0,219,3.0,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,34
3343,Exodus,Leon Uris,4.34,101970.0,219,3.0,https://www.goodreads.com/book/show/42697.Exodus,34
3343,"Evil Games (DI Kim Stone, #2)",Angela Marsons,4.3,25872.0,219,3.0,https://www.goodreads.com/book/show/25067570-evil-games,34
3343,"S is for Silence (Kinsey Millhone, #19)",Sue Grafton,3.96,31933.0,219,3.0,https://www.goodreads.com/book/show/142079.S_is_for_Silence,34
3343,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.34,94273.0,219,3.0,https://www.goodreads.com/book/show/682804.The_Killer_Angels,34
3343,"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis,4.19,48304.0,219,3.0,https://www.goodreads.com/book/show/22416.Transmetropolitan_Vol_1,34
3343,"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,3.93,69546.0,219,3.0,https://www.goodreads.com/book/show/6688087-the-crossing-places,34
3343,"Dark Slayer (Dark, #17)",Christine Feehan,4.41,17974.0,219,3.0,https://www.goodreads.com/book/show/6353001-dark-slayer,34
3354,"The Dark Age (Survivors of the Pulse, #2)",Jeff W. Horton,3.95,64.0,218,3.0,https://www.goodreads.com/book/show/11021753-the-dark-age,34
3354,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,3.95,296471.0,218,3.0,https://www.goodreads.com/book/show/15843166-you-are-a-badass,34
3354,"Summer Frost (Forward Collection, #2)",Blake Crouch,4.08,31747.0,218,3.0,https://www.goodreads.com/book/show/49676965-summer-frost,34
3354,"River of Gods (India 2047, #1)",Ian McDonald,3.91,6304.0,218,3.0,https://www.goodreads.com/book/show/278280.River_of_Gods,34
3354,"Fragile Eternity (Wicked Lovely, #3)",Melissa Marr,3.84,44921.0,218,3.0,https://www.goodreads.com/book/show/5152561-fragile-eternity,34
